aba,feature,veredito,sinal,sinal_espera,sinal_escopo,gtk_onde,html_onde,gtk_faz,html_faz,porque
02-controles,Microfone — o gesto do mudo (mic.set),IGUAL,ipc_handlers.py:4830,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a02_controles.py,src/hefesto_dualsense4unix/app/widgets/controller_card.py:3540,src/hefesto_dualsense4unix/interface/pacotes/a02_controles.py:821,"`ipc_bridge.mic_set(acao.valor, uniq)` fora da thread GTK, e não repinta nada — quem repinta é o tique relendo o `state_full`.","`p.mic_set(not agora, uniq=uniq)` com a leitura do firmware (`audio.mic_mudo`) e não de memória nossa, em thread (hefesto_vivo.py:1045), e levanta com a frase quando o daemon não confirma.","Mesma camada (o mudo no FIRMWARE, `ipc_handlers.py:4830`), mesmo `uniq`, mesma disciplina de não guardar o valor mandado como leitura, mesma ponte (`app/ipc_bridge.py`). A única diferença de alcance é o valor `None`, que é a feature seguinte. || O TRANSPORTE, DECLARADO em 06/09/2026 pela PARIDADE-CRUZA-O-MAPA-01: o gesto vale nos DOIS transportes — o canal é `hidraw` dos dois lados (`audio.microfone.mudo@dualsense`) —, e o que o mapa restringe é a DURAÇÃO no rádio: `radio_aciona=parcial`, causa `divida`. Lido no código hoje: `_mic_mute_desejado` é atributo de INSTÂNCIA do handle (`core/backend_pydualsense.py:751`, escrito em `:1131`) e `_reapply_desired` (`:4026`) só repende os blocos de gatilho — então um `mic.set` evapora no handle novo, calado, e reconexão é rotina no rádio (MIC-BT-DONO-01, ainda proposta). O defeito é do DAEMON e alcança os DOIS lados desta linha por igual, o que é justamente por que ela continua IGUAL. NADA foi medido em aparelho por esta frente."
02-controles,"Microfone — ""Liberar"": devolver a posse do mudo ao hid-playstation",DIFERENTE,mic-porque,PRESENTE,LADO-HTML,src/hefesto_dualsense4unix/app/widgets/controller_card.py:2015 · src/hefesto_dualsense4unix/app/widgets/controller_card.py:3567,src/hefesto_dualsense4unix/interface/pacotes/a02_controles.py:1511 · src/hefesto_dualsense4unix/interface/paginas/02-controles.html:2118 · src/hefesto_dualsense4unix/interface/aba02.py:2520,Terceiro estado do ciclo do botão: `mic_set(None)` devolve o registrador ao kernel e o botão físico do controle volta a mandar.,"O botão não está aqui, por decisão dela — e o PREÇO está dito: a dica do 🎙 (`mic-porque`) explica que clicar aqui ASSUME o mudo e que o botão do controle para de valer, em vez de mandar procurar um botão ausente. O 'Nada se perdeu' da página conta a decisão inteira, com a data em que ela a manteve.","**Falta POR DECISÃO DELA**, 30/08/2026: *""o botão do Controle sempre controla a interface, por isso não faz sentido o liberar ali""*. O método continua no daemon. Registro aqui para ninguém o ""restaurar"" achando que se perdeu na migração. || REMEDIDO em 06/09/2026 pela PARIDADE-REMEDIR-01: deixa de ser FALTA e passa a DIFERENTE. Falta é dívida; isto é desenho decidido, e o lado HTML tem peça própria — a dica que diz o preço. O `sinal` era a frase da GTK; hoje é o endereço de tela onde a decisão se cumpre."
02-controles,Microfone — o controle deslizante de volume (mic.volume.set),IGUAL,"data-volume=""microfone""",PRESENTE,LADO-HTML,src/hefesto_dualsense4unix/app/widgets/controller_card.py:3398 · src/hefesto_dualsense4unix/app/widgets/controller_card.py:4043 · src/hefesto_dualsense4unix/app/widgets/controller_card.py:4087,src/hefesto_dualsense4unix/interface/aba02.py:2054 · src/hefesto_dualsense4unix/interface/paginas/02-controles.html:2115 · src/hefesto_dualsense4unix/interface/pacotes/a02_controles.py:3117 · src/hefesto_dualsense4unix/interface/pacotes/a02_controles.py:3199,"`Gtk.Scale` 0-100 em linha própria, com repouso, guarda de arrasto, guarda de repintura, `uniq` obrigatório e a segunda tranca dentro do gesto.","`<input class=""puxa-vol"" type=""range"" min=""0"" max=""100"" step=""1"" data-gesto=""volume"" data-volume=""microfone"">` TRANSPARENTE por cima do trilho do desenho, e o gesto `volume` manda `mic.volume.set` por controle (`mic_volume_set_detalhado`, com `uniq` obrigatório), com a guarda do `click` que vem depois do `change` para não escrever duas vezes.","O daemon atende (`mic.volume.set`) e a ponte tem `mic_volume_set` — o que falta é do lado do DESENHO, e desenho é dela. O número 80 é o do mockup, para todo controle. || DECIDIDO em 04/09/2026 — A barra pintada vira clicável. Não mexe no desenho e destrava o ♪, que hoje não tem como sair do cinza. Onde está escrito: `docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md` §2 `02[05]`, sobre a pergunta [05] de `docs/process/sprints/2026-09-04-DECISOES-DELA-02-controles.md`. Não espera mais palavra dela. || FECHOU em 06/09/2026, e o que estava aqui era o mundo de 02/09: o `type=""range""` existe na bancada E na página publicada (dois por cartão), e a decisão `02[05]` dela — ""a barra pintada vira clicável"" — está executada. IGUAL: os dois lados mandam o MESMO IPC na mesma escala 0-100 (o ganho da FONTE no PipeWire, que não toca o firmware), exigem endereço e gravam no perfil o que ficou de pé."
02-controles,Modo do microfone Virtual / Nativo — o gesto (machine.declare),IGUAL,dica_do_microfone,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a02_controles.py,src/hefesto_dualsense4unix/app/actions/config/secao_controles.py:1071 · src/hefesto_dualsense4unix/app/actions/config/secao_controles.py:1098 · src/hefesto_dualsense4unix/app/actions/config/secao_controles.py:1113,src/hefesto_dualsense4unix/interface/pacotes/a02_controles.py:1049 · src/hefesto_dualsense4unix/interface/paginas/02-controles.html:1670,"Interruptor por card na tela de Configurações: grava `microfone: True` ou `None` no `maquina.json`, com `pode_ligar_o_mic` recusando no cabo e a frase `DICA_MIC_NO_CABO`.","Dois botões no card chamam `p.machine_declare({""controles"": {<mac>: {""microfone"": True|None}}})`, reusando `pode_ligar_o_mic` e `dica_do_microfone` do MESMO módulo do produto, e `norm_mac` para a chave.","Mesmo método IPC, mesma condição, mesmas frases — o HTML importa `secao_controles` em vez de reescrever a regra. Muda o LUGAR (a GTK põe em Configurações, o HTML no card) e a forma (interruptor contra dois botões), não o comportamento. `None` sobrescreve de propósito, nos dois."
02-controles,Modo do microfone — qual dos dois está aceso,IGUAL,modo_do_mic,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a02_controles.py,src/hefesto_dualsense4unix/app/actions/config/secao_controles.py:584 · src/hefesto_dualsense4unix/app/actions/config/secao_controles.py:876,src/hefesto_dualsense4unix/interface/pacotes/a02_controles.py:792 · src/hefesto_dualsense4unix/interface/pacotes/a02_controles.py:1219 · src/hefesto_dualsense4unix/interface/aba02.py:1360 · src/hefesto_dualsense4unix/interface/paginas/02-controles.html:1766,"`self.botao.set_active(bool(ligado))` a partir de `_mic_declarado`, lido do `maquina.json` a cada varredura.","`modo_do_mic` lê o `maquina.json` pela MESMA regra da GTK — `microfone is True` é Virtual, ausência e `False` são Nativo — e os dois botões ganharam `data-campo=""mic-modo-aceso""` com `data-hef-alvo=""classe""` e o `data-hef-quando` de cada um. O gesto derruba a leitura em cache ao gravar. Medido na tela dela em 03/09: o desenho trazia `Virtual` aceso e o produto acendeu `Nativo`, que é o que o disco diz.","03/09/2026 — FECHADA, e o caminho estava escrito na própria linha anterior: *""o caminho existe (alvo `classe` + `data-hef-quando`) e não foi feito de propósito: o `data-campo` naquele container já APAGOU os dois botões uma vez""*. A cura é a leitura literal disso — o endereço vai em CADA BOTÃO, nunca no `<span>` que os envolve. || O `SEM_ECO` continua valendo e não é contradição: o `machine.declare` não volta no `state_full`, então o dono deste aceso é o DISCO, lido uma vez e renovado pelo gesto — o mesmo padrão do `_DECLARACAO` da `a08_conexoes`. || Sem endereço normalizado o campo manda vazio e NENHUM dos dois acende, que é o que a tela pode afirmar sobre um controle que não tem linha no `maquina.json`."
02-controles,Alto-falante — o valor do volume em texto,DIFERENTE,"data-campo=""alto-estado""",PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a02_controles.py,src/hefesto_dualsense4unix/app/widgets/controller_card.py:5200 · src/hefesto_dualsense4unix/app/widgets/controller_card.py:5232,src/hefesto_dualsense4unix/interface/pacotes/a02_controles.py:603 · src/hefesto_dualsense4unix/interface/paginas/02-controles.html:1678 · src/hefesto_dualsense4unix/interface/paginas/02-controles.html:2009 · src/hefesto_dualsense4unix/interface/hefesto_vivo.py:138,"`texto_volume(volume, muted)` — ""Mudo"" ou a porcentagem pela curva medida no hardware — escrito no rótulo E no título da moldura (""Alto-falante · 71 %""); sem posse, ""não ajustado"".","Usa o MESMO `texto_volume` sobre o MESMO `speaker_do_entry`. Medido vivo agora: emite `""100 %""` para os dois controles (registrador em 102). **Mas o elemento é `<span class=""mudo"" data-campo=""alto-estado"" hidden>`** e o `escrever` do piloto não toca o atributo `hidden` em nenhum dos seus sete alvos.","O valor é o mesmo e CERTO — foi aqui que a auditoria matou o ""102%"" —, e mesmo assim ele não chega aos olhos dela: vai para um vão invisível. A GTK diz o número em dois lugares; o HTML o calcula e o joga fora. || DECIDIDO em 04/09/2026 — O ♪ acende, e o `alto-estado` invisível sai do desenho. Onde está escrito: `docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md` §2 `02[09]`, sobre a pergunta [09] de `docs/process/sprints/2026-09-04-DECISOES-DELA-02-controles.md`. Não espera mais palavra dela."
02-controles,Alto-falante — o número e a barra do bloco,IGUAL,"""alto-num""",PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a02_controles.py,src/hefesto_dualsense4unix/app/widgets/controller_card.py:5194 · src/hefesto_dualsense4unix/app/widgets/controller_card.py:5258,src/hefesto_dualsense4unix/interface/pacotes/a02_controles.py:2057 · src/hefesto_dualsense4unix/interface/aba02.py:2095 · src/hefesto_dualsense4unix/interface/aba02.py:2097 · src/hefesto_dualsense4unix/interface/paginas/02-controles.html:2156,"`SpeakerBar.set_volume(fracao_do_volume(v), muted)` e `_pintar_escala_do_speaker(percentual_do_volume(v))`; sem posse, barra vazia e cursor no zero.","O número (`alto-num`) e a barra (`alto-barra`, alvo `largura`) são pintados pelo produto a partir da curva MEDIDA no aparelho (`core/speaker_scale`, tom de 1 kHz) — a mesma que o dono usa. Sem posse do registrador o valor é o travessão, não zero.","É a decisão dela do item 16, escrita e não publicada: *""o número E a barra. Hoje os dois estão congelados no desenho: com o volume em 40, a tela continua mostrando 100""*. Hoje o registrador está em 102, que a curva mapeia para 100 % — a coincidência ESCONDE o defeito, porque o número certo e o número congelado são o mesmo. || SAI DO BALDE DESENHO em 04/09/2026, sem virar pergunta: FECHOU e a medição envelheceu: `alto-num` e `alto-barra` estão na página PUBLICADA e o pacote os emite pela curva medida no aparelho. Registrado em `docs/process/sprints/2026-09-04-DECISOES-DELA-02-controles.md`, seção 'Não são decisão dela'. || FECHOU, e o veredito é que estava atrasado: a própria célula já registrava `SAI DO BALDE DESENHO … FECHOU` e continuava `FALTA_NO_HTML`. Conferido em 06/09/2026 no código e na página publicada. IGUAL: mesma curva, mesmo rótulo (`texto_volume`), e o ""não sei"" preservado nos dois."
02-controles,Alto-falante — o controle deslizante de volume,IGUAL,"data-volume=""alto-falante""",PRESENTE,LADO-HTML,src/hefesto_dualsense4unix/app/widgets/controller_card.py:3597 · src/hefesto_dualsense4unix/app/widgets/controller_card.py:4125 · src/hefesto_dualsense4unix/app/widgets/controller_card.py:4160,src/hefesto_dualsense4unix/interface/aba02.py:2096 · src/hefesto_dualsense4unix/interface/paginas/02-controles.html:2157 · src/hefesto_dualsense4unix/interface/pacotes/a02_controles.py:3117 · src/hefesto_dualsense4unix/interface/pacotes/a02_controles.py:3213,"`Gtk.Scale` 0-100 em linha própria, com repouso de 250 ms, deduplicação do mesmo volume, guarda de arrasto e o som de confirmação no fim.","O segundo `<input type=""range"">` do cartão manda `speaker.set {volume}` pelo gesto `volume`, com a tela em 0-100 e o registrador em 0-255 pela curva medida (`volume_do_percentual`). Ele é o ESCRITOR que faltava: o primeiro arrasto é o que faz o daemon publicar a chave `speaker` e destrava o ♪.","Não há como mudar o volume do alto-falante pela interface nova. E a ausência tem efeito colateral: a frase do produto para o botão de mudo sem volume (`DICA_SPEAKER_SEM_DADO`) manda *""use o controle deslizante primeiro""*, e o HTML teve de reescrever a frase porque mandaria alguém a um controle que não está na tela. || DECIDIDO em 04/09/2026 — A barra pintada vira clicável. Não mexe no desenho e destrava o ♪, que hoje não tem como sair do cinza. Onde está escrito: `docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md` §2 `02[05]`, sobre a pergunta [05] de `docs/process/sprints/2026-09-04-DECISOES-DELA-02-controles.md`. Não espera mais palavra dela. || FECHOU em 06/09/2026. A frase ""`type=""range""` aparece ZERO vez nas dez páginas publicadas"" era de 02/09 e caiu: ele está na bancada e no publicado. E o efeito colateral que a célula descrevia morreu junto — a recusa do ♪ mandava usar um deslizante que não existia, e agora ele existe. IGUAL: mesmo IPC, mesma escala, mesma curva, e o perfil lembra o número do PROTOCOLO nos dois."
02-controles,Alto-falante — o botão de mudo,DIFERENTE,acao_speaker_mudo(dele).sensivel,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a02_controles.py,src/hefesto_dualsense4unix/app/widgets/controller_card.py:2045 · src/hefesto_dualsense4unix/app/widgets/controller_card.py:4488 · src/hefesto_dualsense4unix/app/widgets/controller_card.py:5268,src/hefesto_dualsense4unix/interface/pacotes/a02_controles.py:891 · src/hefesto_dualsense4unix/interface/paginas/02-controles.html:1688 · src/hefesto_dualsense4unix/interface/paginas/02-controles.html:1979,"Rótulo, sensibilidade e dica por estado (""Silenciar""/""Ativar""/""sem dado"" insensível), e o clique manda `speaker_set(muted=…)`.","O ♪ consulta `acao_speaker_mudo(dele).sensivel` para RECUSAR e depois manda `p.speaker_set(muted=not lido[1], uniq=…, **volume_conhecido)`. A classe `on` do botão é do mockup (apagada no P1, acesa no P2).","O GESTO é o mesmo, com a mesma trava do mesmo dono, e o HTML ainda melhorou: ele passou a recusar AQUI em vez de delegar a recusa ao daemon (""recusa de longe é recusa que depende do outro lado continuar recusando""). O que difere é a mostra — o botão não muda de rótulo, não fica cinza, e o aceso é o do desenho. || DECIDIDO em 04/09/2026 — O botão apaga e a dica diz por quê. É a D-03 aplicada a esta aba. Onde está escrito: `docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md` §2 `02[04]`, sobre a pergunta [04] de `docs/process/sprints/2026-09-04-DECISOES-DELA-02-controles.md`. Não espera mais palavra dela."
02-controles,"Alto-falante — o botão ""Devolver"" (soltar a posse do volume)",DIFERENTE,alto-porque,PRESENTE,LADO-HTML,src/hefesto_dualsense4unix/app/widgets/controller_card.py:2084 · src/hefesto_dualsense4unix/app/widgets/controller_card.py:4513,src/hefesto_dualsense4unix/interface/pacotes/a02_controles.py:1511 · src/hefesto_dualsense4unix/interface/paginas/02-controles.html:2155,"Segundo botão do bloco, sensível exatamente quando há posse; manda `release` e a dica é honesta sobre o limite (o firmware fica com o último valor mandado).","Mesmo desenho do gêmeo do 🎙, e pela mesma decisão [06] de 04/09: o botão fica fora e a dica do ♪ (`alto-porque`) diz o preço de assumir o volume. O deslizante que destrava o botão apagado existe desde a D-08, e é para ELE que a frase aponta.","Tomada a posse do registrador de volume, não há como soltá-la pela interface nova. Diferente do ""Liberar"" do microfone, este NÃO tem decisão dela por trás — não achei registro de remoção deliberada. || DECIDIDO em 04/09/2026 — Fica fora, e a dica do ♪ diz o preço. É a decisão dela de 31/08 aplicada ao gêmeo. Onde está escrito: `docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md` §2 `02[06]`, sobre a pergunta [06] de `docs/process/sprints/2026-09-04-DECISOES-DELA-02-controles.md`. Não espera mais palavra dela. || REMEDIDO em 06/09/2026 pela PARIDADE-REMEDIR-01: FALTA → DIFERENTE, pela mesma razão do 76. A decisão de 04/09 já estava escrita nesta célula; o que faltava era o veredito acompanhá-la e o `sinal` sair do nome de método da GTK."
